8.844665491607411667e+00,1.087943323889215463e+01,5.754492406471579002e+00,1.020325534049633553e+01,5.290015181138912226e+00,9.300562599484855753e+00,8.132426570524977194e+00,8.140377645767294723e+00,8.223939009746873197e+00,4.356331108698470622e+00
8.289464478660114821e+00,1.159623013089032639e+01,3.959347088513178292e+00,9.154330943975125479e+00,6.277244508165958692e+00,7.563971617704177142e+00,9.440553649270761127e+00,8.938048066127823432e+00,9.635125827970979273e+00,8.094530905484811356e+00
7.706068241161731613e+00,9.637279398852411916e+00,2.130652342724120629e+00,9.739149422678938350e+00,2.130652342724120629e+00,6.784612114292056795e+00,7.166483726757597594e+00,9.251437157646678955e+00,6.923160696569037320e+00,2.130652342724120629e+00
7.315617041943957233e+00,1.150202987530631127e+01,4.656206022099035557e+00,9.950486406616832369e+00,2.130652342724120629e+00,8.499008777666173131e+00,7.510739163846794852e+00,8.361892007912061331e+00,8.649997953579996235e+00,7.094906980857930812e+00
8.715394864540289888e+00,1.036589097837953410e+01,5.817626239383834275e+00,8.319040123013230925e+00,2.130652342724120629e+00,8.536575687186177319e+00,6.424826114350837614e+00,7.307919591502384016e+00,9.093783399092028930e+00,7.194988178774727849e+00
7.635195165765903624e+00,1.084382709809985634e+01,2.130652342724120629e+00,9.084675139614391881e+00,2.130652342724120629e+00,5.464448642324702732e+00,7.824377882210781010e+00,7.348771432699615858e+00,7.690480605044297313e+00,2.130652342724120629e+00
5.606823878298574648e+00,7.760846626972544904e+00,5.545733256567867642e+00,7.297868374072734809e+00,4.260903858781292186e+00,7.744614693469635824e+00,5.821919780519408505e+00,7.822598271987553531e+00,6.526904172864867348e+00,5.627001362899242132e+00
6.969003104668051840e+00,7.217608189010391584e+00,5.617844308166247913e+00,5.368268256411838024e+00,5.424283180431390683e+00,6.344810425919146013e+00,6.839563703239577741e+00,6.736018325578689847e+00,8.344125534202687433e+00,2.130652342724120629e+00
6.343124315595025209e+00,9.661808411620775416e+00,5.004681749388957712e+00,9.887309151850644184e+00,4.588725465013341775e+00,2.130652342724120629e+00,8.157230476933637675e+00,9.349865787588269583e+00,7.431372072572587584e+00,3.409307048447874244e+00
6.966705585103641241e+00,8.192949005282327946e+00,5.234841963853150482e+00,7.085048161571156911e+00,3.686050294708410391e+00,5.942318985182414082e+00,7.533111123552955313e+00,5.041171570510391220e+00,7.979908496655845340e+00,2.130652342724120629e+00
7.837271876124301428e+00,1.098149707079730497e+01,5.046993420670171204e+00,9.521882069846412833e+00,4.117404093179364288e+00,7.715473823438137480e+00,7.228777652468466819e+00,7.970041894294460860e+00,8.468904852067085542e+00,7.007824814014067094e+00
8.154063357814948176e+00,8.750071037334997470e+00,5.463419014642048488e+00,9.327877759317043882e+00,5.490162508390231011e+00,5.551588921773952023e+00,7.099132317510122192e+00,8.459075392313195607e+00,7.527724626505628791e+00,2.130652342724120629e+00
8.052937855737907213e+00,1.098681514885203292e+01,2.130652342724120629e+00,7.441292602463860817e+00,6.265907571526337705e+00,6.910930518202975215e+00,7.968061546180675414e+00,7.928596557378101650e+00,8.861438507712545487e+00,7.105218825267507476e+00
7.116854506323138096e+00,8.694088836721951097e+00,5.617602510251373360e+00,8.583965470653463825e+00,5.955858685212097825e+00,4.683680196253646955e+00,7.255386102212041166e+00,8.976371392070550570e+00,7.895960375881942994e+00,2.130652342724120629e+00
6.829049782057379225e+00,1.044462599513610357e+01,5.214685015366335108e+00,9.310996223049635034e+00,2.130652342724120629e+00,7.074002764927213249e+00,7.475530740925587558e+00,7.471424456394544222e+00,8.683392520861353603e+00,2.130652342724120629e+00
8.193980470414871320e+00,9.732997216836505316e+00,5.491706065019071659e+00,9.122867020207838351e+00,5.430447616453676574e+00,5.950740554155411033e+00,7.433312883417708683e+00,9.258241553561504134e+00,7.546059355998489870e+00,2.130652342724120629e+00
7.646933967758183570e+00,7.608107218242655456e+00,5.941363868902183931e+00,6.639741782772366818e+00,4.300479867393816491e+00,8.927217755104777552e+00,7.199438293041743542e+00,4.791880534980088591e+00,8.797698166593974634e+00,3.658138135610728092e+00
8.615593861409294618e+00,1.120264592008932070e+01,5.494551836900724240e+00,9.647990662206208157e+00,5.695387798602387974e+00,6.746039609144745874e+00,8.053596293705018283e+00,8.552843649044405083e+00,8.765364340022761880e+00,6.786932563132701546e+00
