8.842661458515575390e+00,1.087742920580031836e+01,5.752488373379742725e+00,1.020125130740449926e+01,5.288011148047075949e+00,9.298558566393019476e+00,8.130422537433140917e+00,8.138373612675458446e+00,8.221934976655036920e+00,4.354327075606634345e+00
8.287460445568278544e+00,1.159422609779849012e+01,3.957343055421342015e+00,9.152326910883289202e+00,6.275240475074122415e+00,7.561967584612340865e+00,9.438549616178924850e+00,8.936044033035987155e+00,9.633121794879142996e+00,8.092526872392975079e+00
7.704064208069895336e+00,9.635275365760575639e+00,2.128648309632284352e+00,9.737145389587102073e+00,2.128648309632284352e+00,6.782608081200220518e+00,7.164479693665761317e+00,9.249433124554842678e+00,6.921156663477201043e+00,2.128648309632284352e+00
7.313613008852120956e+00,1.150002584221447499e+01,4.654201989007199280e+00,9.948482373524996092e+00,2.128648309632284352e+00,8.497004744574336854e+00,7.508735130754958575e+00,8.359887974820225054e+00,8.647993920488159958e+00,7.092902947766094535e+00
8.713390831448453611e+00,1.036388694528769783e+01,5.815622206291997998e+00,8.317036089921394648e+00,2.128648309632284352e+00,8.534571654094341042e+00,6.422822081259001337e+00,7.305915558410547739e+00,9.091779366000192653e+00,7.192984145682891572e+00
7.633191132674067347e+00,1.084182306500802007e+01,2.128648309632284352e+00,9.082671106522555604e+00,2.128648309632284352e+00,5.462444609232866455e+00,7.822373849118944733e+00,7.346767399607779581e+00,7.688476571952461036e+00,2.128648309632284352e+00
5.604819845206738371e+00,7.758842593880708627e+00,5.543729223476031365e+00,7.295864340980898533e+00,4.258899825689455909e+00,7.742610660377799547e+00,5.819915747427572228e+00,7.820594238895717254e+00,6.524900139773031071e+00,5.624997329807405855e+00
6.966999071576215563e+00,7.215604155918555307e+00,5.615840275074411636e+00,5.366264223320001747e+00,5.422279147339554406e+00,6.342806392827309736e+00,6.837559670147741464e+00,6.734014292486853570e+00,8.342121501110851156e+00,2.128648309632284352e+00
6.341120282503188932e+00,9.659804378528939139e+00,5.002677716297121435e+00,9.885305118758807907e+00,4.586721431921505499e+00,2.128648309632284352e+00,8.155226443841801398e+00,9.347861754496433306e+00,7.429368039480751307e+00,3.407303015356037967e+00
6.964701552011804964e+00,8.190944972190491669e+00,5.232837930761314205e+00,7.083044128479320634e+00,3.684046261616574114e+00,5.940314952090577805e+00,7.531107090461119036e+00,5.039167537418554943e+00,7.977904463564009063e+00,2.128648309632284352e+00
7.835267843032465152e+00,1.097949303770546869e+01,5.044989387578334927e+00,9.519878036754576556e+00,4.115400060087528011e+00,7.713469790346301203e+00,7.226773619376630542e+00,7.968037861202624583e+00,8.466900818975249265e+00,7.005820780922230817e+00
8.152059324723111899e+00,8.748067004243161193e+00,5.461414981550212211e+00,9.325873726225207605e+00,5.488158475298394734e+00,5.549584888682115746e+00,7.097128284418285915e+00,8.457071359221359330e+00,7.525720593413792514e+00,2.128648309632284352e+00
8.050933822646070936e+00,1.098481111576019664e+01,2.128648309632284352e+00,7.439288569372024540e+00,6.263903538434501428e+00,6.908926485111138938e+00,7.966057513088839137e+00,7.926592524286265373e+00,8.859434474620709210e+00,7.103214792175671199e+00
7.114850473231301820e+00,8.692084803630114820e+00,5.615598477159537083e+00,8.581961437561627548e+00,5.953854652120261548e+00,4.681676163161810678e+00,7.253382069120204889e+00,8.974367358978714293e+00,7.893956342790106717e+00,2.128648309632284352e+00
6.827045748965542948e+00,1.044262196204426729e+01,5.212680982274498831e+00,9.308992189957798757e+00,2.128648309632284352e+00,7.071998731835376972e+00,7.473526707833751281e+00,7.469420423302707945e+00,8.681388487769517326e+00,2.128648309632284352e+00
8.191976437323035043e+00,9.730993183744669039e+00,5.489702031927235382e+00,9.120862987116002074e+00,5.428443583361840297e+00,5.948736521063574756e+00,7.431308850325872406e+00,9.256237520469667857e+00,7.544055322906653593e+00,2.128648309632284352e+00
7.644929934666347293e+00,7.606103185150819179e+00,5.939359835810347654e+00,6.637737749680530541e+00,4.298475834301980214e+00,8.925213722012941275e+00,7.197434259949907265e+00,4.789876501888252314e+00,8.795694133502138357e+00,3.656134102518891815e+00
8.613589828317458341e+00,1.120064188699748442e+01,5.492547803808887963e+00,9.645986629114371880e+00,5.693383765510551697e+00,6.744035576052909597e+00,8.051592260613182006e+00,8.550839615952568806e+00,8.763360306930925603e+00,6.784928530040865269e+00
6.544465549962279916e+00,8.891983224197321789e+00,4.760240803572983737e+00,9.641502861984234229e+00,5.486210548300485712e+00,6.521446221441446589e+00,7.422427597496030316e+00,8.869017780195971312e+00,7.630315513398441496e+00,2.128648309632284352e+00
6.279898970043181983e+00,1.044996145926834252e+01,2.128648309632284352e+00,9.633914173656627611e+00,3.892686302448310265e+00,8.646289184321464205e+00,7.388789976897792044e+00,7.035358919878634154e+00,8.552342222690107576e+00,4.443849527104962505e+00
6.915380866573409335e+00,1.012336181775017963e+01,3.725554726442803499e+00,9.140529628315670507e+00,4.700522770316919008e+00,8.195816050922637430e+00,6.312103535883512251e+00,6.550344109297326689e+00,7.431170419056379650e+00,5.170325157445817332e+00
8.152745792729374941e+00,7.421029937838652835e+00,5.016626996055006060e+00,7.063540612650780481e+00,2.128648309632284352e+00,7.593873369303921095e+00,6.507753079662079720e+00,8.497089519402436508e+00,8.380921994320814861e+00,5.149994638421850901e+00
7.889942935003585234e+00,1.121569464965548768e+01,4.978301214584792689e+00,9.192115261628147849e+00,4.458851733138503803e+00,7.041056658265725687e+00,7.609854179452764100e+00,7.782844046406486527e+00,7.974991171140112911e+00,6.582495527897827436e+00
7.497811767946732431e+00,1.049466289145014564e+01,5.243476696401351056e+00,8.704672297356433219e+00,4.577424132433787207e+00,6.826363459066481454e+00,6.549880428288729739e+00,6.630373539846886821e+00,8.645941784114386408e+00,6.583633589055904345e+00
